Customer Number,Company,Address1,Address2,Address3,City,State,PostalCode,Phone,Route,Branch,Route Code
WCC23-230053 ,PANNI'S PIZZERIA                        ,57100 BEAVER RD                         ,"BUILDING 18, SUITE 100                  ",,SUN RIVER           ,OR             ,97707,(541) 647-1051,2900,545,
WCC23-230054 ,NORTHERN LIGHTS THEATER                 ,3893 COMMERCIAL ST SE                   ,                                        ,,SALEM               ,OR             ,97302,(503) 585-4232,2900,545,
WCC23-230055 ,FRUIT AND FLOWER CHILD CARE             ,2378 NW IRVING                          ,                                        ,,PORTLAND            ,OR             ,97210,(503) 228-8349,2900,545,
WCC09-95590  ,GAS N SHOP #110 - AUBURN                ,13380 LINCOLN WAY                       ,                                        ,,AUBURN              ,CA             ,95604,(530) 885-0200,2900,545,
WCC09-95615  ,CHEVRON - MCKNIGHT                      ,107 E MCKNIGHT AVE                      ,                                        ,,GRASS VALLEY        ,CA             ,95945,(530) 272-8815,2900,545,
WCC09-95618  ,76 - DOUBLETIME SACRAMENTO -  AA CORP                       ,1165 43RD AVE                           ,                                        ,,SACRAMENTO          ,CA             ,95822,(916) 422-9574,2900,545,
WCC09-95626  ,GAS N SHOP - DAVIS                      ,4480 CHILES ST                          ,                                        ,,DAVIS               ,CA             ,95168,(650) 280-8667,2900,545,
WCC53-530003 ,GOLDEN GATE - SUN VALLEY                ,5190 SUN VALLEY DR                      ,                                        ,,SUN VALLEY          ,NV             ,89433,(775) 673-3200,2900,545,
WCC53-530018 ,RAINBOW MARKET #7                       ,4696 SUN VALLEY BLVD                    ,                                        ,,SUN VALLEY          ,NV             ,89433,(775) 673-4696,2900,545,
WCC53-530019 ,SPEEDWAY MARKET                         ,1400 E PECKHAM LN                       ,                                        ,,RENO                ,NV             ,98502,(775) 826-4600,2900,545,
WCC53-530035 ,QUICKIE MART - SPRINGLAND               ,3930 SPRINGLAND DR                      ,                                        ,,RENO                ,NV             ,89502,(775) 857-7272,2900,545,
WCC09-95643  ,RAYS FOOD PLACE #23 - WEED              ,175 N WEED ST                           ,                                        ,,WEED                ,CA             ,96094,(530) 938-4619,2900,545,
WCC09-95646  ,LIQUOR MART                             ,517 MARINA CENTER                       ,                                        ,,SUISUN CITY         ,CA             ,94585,(707) 426-6171,2900,545,
WCC09-95647  ,PERCY AVE. GAS & MARKET                 ,169 PERCY AVE                          ,                                        ,,YUBA CITY           ,CA             ,95991,(530) 632-8758,2900,545,
WCC09-95649  ,KWIK SERV - LINDA                       ,5871 FEATHER RIVER BLVD                 ,                                        ,,LINDA               ,CA             ,95901,(530) 923-7500,2900,545,
WCC23-230057 ,BUDDYS ROADSIDE DINER                   ,439 W B STREET                          ,                                        ,,DRAIN               ,OR             ,97435,(541) 836-2269,2900,545,
WCC23-230061 ,SEA LION CAVES                          ,91560 HWY 101                           ,                                        ,,FLORENCE            ,OR             ,97439,(541) 547-3111,2900,545,
WCC23-230076 ,SAM'S KRISPY CHICKEN                    ,218 NE SANTIAM BLVD                     ,                                        ,,MILL CITY           ,OR             ,97360,(503) 871-4241,2900,545,
WCC23-230082 ,HOLE IN THE WALL BBQ #2                 ,1807 OLYMPIC STREET                     ,                                        ,,SPRINGFIELD         ,OR             ,97477,(541) 726-1200,2900,545,
WCC53-530050 ,GOLDEN GATE - LOVELOCK                  ,163 MAIN ST                             ,                                        ,,LOVELOCK            ,NV             ,89419,,2900,545,
WCC53-530053 ,SMART STOP MARKET                       ,350 N MCCARRAN BLVD                     ,                                        ,,SPARKS              ,NV             ,89433,(775) 338-2628,2900,545,
WCC53-530072 ,WINNERS CROSSING                        ,7695 S VIRGINIA ST                     ,                                        ,,RENO                ,NV             ,89511,(775) 284-0621,2900,545,
WCC53-530075 ,GOLDEN GATE - CARSON CITY COLLEGE       ,837 RETAIL COURT                        ,                                        ,,CARSON CITY         ,NV             ,89706,,2900,545,
WCC23-230086 ,GROVE CHRISTIAN SERVICE CAMP            ,37028 SHOREVIEW DR                     ,                                        ,,DORENA              ,OR             ,97434,(541) 946-1662,2900,545,
WCC23-230088 ,ROCK CREEK COUNTRY CLUB                 ,5100 NW NEAKAHNIE AVENUE                ,                                        ,,PORTLAND            ,OR             ,97229,(503) 645-1115,2900,545,
WCC23-230089 ,RED LION                                ,1313 N BAYSHORE DRIVE                  ,                                        ,,COOS BAY            ,OR             ,97420,(541) 267-4141,2900,545,
WCC23-230092 ,FALAFEL KING                            ,555 COURT STREET NE                     ,                                        ,,SALEM               ,OR             ,97301,(503) 989-0272,2900,545,
WCC09-95654  ,FULL STOP MARKET - LINDA                ,1675 N BEALE RD                       ,                                        ,,MARYSVILLE          ,CA             ,95901,(530) 743-4334,2900,545,
WCC09-95675  ,TOOLEY OIL #11                          ,99 LINCOLN ROAD WEST                    ,                                        ,,VALLEJO             ,CA             ,94590,(707) 643-3572,2900,545,
WCC09-97684  ,ANABI OIL - ST HELENA - FLYER'S         ,800 ST HELENA HWY S                     ,                                        ,,ST HELENA           ,CA             ,94574,(707) 963-1084,2900,545,
WCC09-97689  ,COLOMA STORE INC                        ,10670 COLOMA RD                         ,                                        ,,RANCHO CORDOVA      ,CA             ,95670,(916) 638-1308,2900,545,
WCC53-530077 ,SANTA FE INN                            ,1620 W WINNEMUCCA BLVD                 ,                                        ,,WINNEMUCCA          ,NV             ,89445,(775) 421-6296,2900,545,
WCC23-230098 ,76 - RON'S OIL #2                       ,1544 HWY 101                            ,                                        ,,FLORENCE            ,OR             ,97439,(541) 290-7010,2900,545,
WCC23-230099 ,MARCI'S BAR & BISTRO                    ,1343 NW HIGHWAY 101                     ,                                        ,,LINCOLN CITY        ,OR             ,97367,(541) 554-5425,2900,545,
WCC23-230100 ,BEACH CLUB RESTAURANT                   ,2020 NE 21ST                            ,                                        ,,LINCOLN CITY        ,OR             ,97367,(541) 992-0227,2900,545,
WCC23-230112 ,TILLAMOOK COUNTY CORRECTION FACILITY    ,5995 LONG PRAIRIE ROAD                  ,                                        ,,TILLAMOOK           ,OR             ,97141,(503) 842-2561,2900,545,
WCC23-230114 ,CLIMATE CITY BREWING COMPANY            ,509 SW G STREET                         ,                                        ,,GRANTS PASS         ,OR             ,97526,(541) 226-8034,2900,545,
WCC23-230116 ,PINK ELEPHANT TAVERN                    ,115 LANCASTER DR SE                    ,                                        ,,SALEM               ,OR             ,97317,(503) 581-5878,2900,545,
WCC23-230119 ,BEST WESTERN PLUS                       ,2035 SE OR-99W                          ,                                        ,,MCMINVILLE          ,OR             ,97128,(503) 472-4900,2900,545,
WCC23-230122 ,KAREN'S COFFEE CUP                      ,2445 NE DIAMOND LAKE BLVD               ,                                        ,,ROSEBURG            ,OR             ,97470,(541) 673-3010,2900,545,
WCC09-97714  ,FLAVOR BURGER                           ,6560 HEMBREE LANE                       ,                                        ,,WINDSOR             ,CA             ,95492,(707) 696-4073,2900,545,
WCC09-97716  ,ANABI OIL - SHELL - NAPA                ,1800 W IMOLA AVE                        ,                                        ,,NAPA                ,CA             ,94559,(707) 865-6785,2900,545,
WCC09-97719  ,SR FOOD & LIQUOR                        ,82-B PERCY AVE                          ,                                        ,,YUBA CITY           ,CA             ,95991,(530) 671-1388,2900,545,
WCC09-97720  ,76 - PARADISE                           ,5309 SKYWAY RD                          ,                                        ,,PARADISE            ,CA             ,95969,(530) 680-0203,2900,545,
WCC23-230124 ,PHO                                     ,101 190 6TH                             ,                                        ,,PORT ORFORD         ,OR             ,97456,(541) 366-2400,2900,545,
WCC23-230128 ,3 TEN WATER RESTAURANT                  ,310 N WATER ST                          ,                                        ,,SILVERTON           ,OR             ,97381,(503) 873-9303,2900,545,
